0,0,1
-4.947,-0.63605,1
-9.9148,-0.70221,1
-14.485,1.1371,1
-17.793,4.7634,1
-19.164,9.563,1
-19.653,14.495,1
-19.594,19.487,1
-16.893,23.608,1
-12.264,25.323,1
-7.2915,24.841,1
-2.3353,24.19,1
2.6365,23.846,1
4.83,27.439,1
4.0544,32.356,1
1.4778,36.277,1
-3.5051,36.291,1
-8.4757,35.969,1
-13.454,35.885,1
-17.964,37.731,1
-20.316,42.048,1
-21.833,46.724,1
-24.875,50.651,1
-29.454,52.631,1
-34.101,54.477,1
-38.569,56.648,1
-41.271,60.682,1
-39.973,65.453,1
-36.76,69.276,1
-32.927,72.391,1
-28.101,73.055,1
-23.628,70.966,1
-19.558,68.145,1
-16.586,64.143,1
-14.517,59.592,1
-12.478,55.027,1
-10.365,50.504,1
-6.4399,47.648,1
-1.7182,46.299,1
3.0829,47.394,1
4.5416,51.556,1
2.5656,55.915,1
-1.8762,58.161,1
-6.4349,60.134,1
-9.6273,63.919,1
-9.4973,68.8,1
-5.5332,71.484,1
-0.57076,71.772,1
4.4284,71.68,1
9.4261,71.551,1
13.998,69.791,1
16.711,65.664,1
16.997,60.711,1
16.997,55.711,1
16.997,50.711,1
16.997,45.711,1
16.997,40.711,1
16.997,35.711,1
16.997,30.711,1
16.997,25.711,1
16.997,20.711,1
16.997,15.711,1
16.996,10.711,1
15.698,5.9718,1
12.304,2.3458,1
7.5353,1.0026,1
3.5251,0.39276,1
-0.62857,2.9334,2
-5.5751,2.2987,2
-10.503,2.4268,2
-14.623,5.1392,2
-16.089,9.885,2
-16.665,14.766,2
-16.308,19.665,2
-12.321,22.322,2
-7.3521,21.815,2
-2.3947,21.172,2
2.583,20.829,2
6.6166,23.281,2
7.8181,28.023,2
6.9912,32.937,2
4.8125,37.369,2
0.47383,39.362,2
-4.5234,39.334,2
-9.4946,38.907,2
-14.453,39.08,2
-17.327,42.639,2
-18.874,47.345,2
-21.552,51.524,2
-25.604,54.329,2
-30.251,56.176,2
-34.91,57.989,2
-38.294,61.08,2
-36.132,65.438,2
-32.755,69.089,2
-28.067,69.979,2
-23.722,67.599,2
-20.155,64.195,2
-17.877,59.761,2
-15.839,55.196,2
-13.801,50.63,2
-10.941,46.588,2
-6.4365,44.484,2
-1.663,43.305,2
3.2371,44.123,2
7.0542,47.181,2
7.4878,52.03,2
5.914,56.729,2
2.001,59.719,2
-2.6488,61.493,2
-6.5059,64.527,2
-5.8615,68.257,2
-0.9501,68.779,2
4.049,68.686,2
9.0478,68.577,2
13.156,66.193,2
13.997,61.439,2
13.997,56.439,2
13.997,51.439,2
13.997,46.439,2
13.997,41.439,2
13.997,36.439,2
13.997,31.439,2
13.997,26.439,2
13.997,21.439,2
13.997,16.439,2
13.997,11.439,2
12.509,6.8946,2
8.5755,4.259,2
3.6469,3.4257,2
3.295,3.3839,2
