0,3,1
2.1147,2.9968,1
3.1434,2.9621,1
8.1406,2.7937,1
13.138,2.6262,1
17.963,3.7612,1
22.366,6.0281,1
25.637,9.7509,1
27.754,14.267,1
28.319,19.141,1
28.671,23.811,1
30.25,28.522,1
32.576,32.892,1
36.638,35.771,1
41.19,37.817,1
46.056,38.579,1
50.926,37.526,1
55.439,35.412,1
59.191,32.123,1
62.545,28.415,1
65.363,24.287,1
67.76,19.905,1
69.62,15.269,1
71.067,10.486,1
71.859,5.5596,1
72.198,0.57323,1
72.313,-4.4228,1
71.61,-9.3632,1
70.27,-14.179,1
68.818,-18.964,1
66.991,-23.594,1
64.577,-27.97,1
61.402,-31.824,1
58.224,-35.675,1
54.484,-38.973,1
49.794,-40.504,1
44.8,-40.665,1
39.866,-39.932,1
35.354,-37.829,1
31.562,-34.642,1
27.649,-31.549,1
23.564,-28.671,1
19.097,-26.494,1
14.344,-24.941,1
9.5591,-23.494,1
4.6532,-22.557,1
-0.34109,-22.476,1
-5.341,-22.498,1
-10.341,-22.52,1
-15.341,-22.542,1
-20.341,-22.564,1
-25.341,-22.586,1
-30.306,-22.873,1
-35.097,-24.198,1
-39.275,-26.921,1
-43.348,-29.81,1
-48.021,-31.487,1
-52.986,-31.926,1
-57.986,-31.996,1
-62.967,-31.809,1
-67.763,-30.546,1
-72.244,-28.357,1
-75.833,-24.961,1
-78.266,-20.608,1
-79.213,-15.735,1
-78.516,-10.804,1
-76.58,-6.2347,1
-73.597,-2.2667,1
-69.57,0.63605,1
-64.965,2.4309,1
-60,2.9941,1
-55,3,1
-50,3,1
-45,3,1
-40,3,1
-35,3,1
-30,3,1
-25,3,1
-20,3,1
-15,3,1
-10,3,1
-5,3,1
0,0,2
2.0137,-0.0014988,2
5.0984,-0.10548,2
10.096,-0.27393,2
15.088,-0.26238,2
19.856,1.2317,2
24.195,3.6478,2
27.589,7.2727,2
29.912,11.681,2
31.091,16.44,2
31.632,21.397,2
32.13,25.396,2
34.08,29.98,2
37.944,33.058,2
42.497,35.093,2
47.376,35.412,2
52.091,33.811,2
56.15,30.948,2
59.548,27.282,2
62.486,23.245,2
64.922,18.884,2
66.797,14.255,2
68.229,9.4676,2
68.949,4.5306,2
69.235,-0.45936,2
69.207,-5.4503,2
68.248,-10.344,2
66.832,-15.138,2
65.383,-19.923,2
63.1,-24.348,2
60.285,-28.436,2
57.186,-32.353,2
53.665,-35.894,2
49.07,-37.546,2
44.077,-37.607,2
39.217,-36.55,2
35.201,-33.774,2
31.421,-30.51,2
27.29,-27.697,2
23.146,-24.927,2
18.481,-23.15,2
13.728,-21.595,2
8.9151,-20.249,2
3.9804,-19.489,2
-1.0194,-19.479,2
-6.0193,-19.501,2
-11.019,-19.523,2
-16.019,-19.545,2
-21.019,-19.567,2
-26.019,-19.589,2
-30.982,-19.952,2
-35.801,-21.216,2
-40.103,-23.746,2
-44.096,-26.748,2
-48.7,-28.562,2
-53.669,-28.935,2
-58.669,-29.005,2
-63.645,-28.762,2
-68.309,-27.089,2
-72.491,-24.417,2
-75.205,-20.227,2
-76.231,-15.385,2
-75.343,-10.483,2
-73.011,-6.0918,2
-69.449,-2.6197,2
-64.963,-0.54431,2
-59.999,-0.0063166,2
-55,0,2
-50,0,2
-45,0,2
-40,0,2
-35,0,2
-30,0,2
-25,0,2
-20,0,2
-15,0,2
-10,0,2
-5,0,2
