0.063772,-1.4986,0.042528
0.56332,-1.4774,0.042528
1.0629,-1.4561,0.042528
1.5624,-1.4349,0.042528
2.062,-1.4136,0.042528
2.5615,-1.3924,0.042528
3.0611,-1.3711,0.042528
3.5606,-1.3498,0.042528
4.0602,-1.3286,0.042528
4.5597,-1.3073,0.042528
5.0593,-1.2861,0.042528
5.5588,-1.2648,0.042528
6.0583,-1.2436,0.042528
6.5579,-1.2223,0.042528
7.0574,-1.201,0.042528
7.557,-1.1798,0.042528
8.0565,-1.1585,0.042528
8.5561,-1.1373,0.042528
9.0556,-1.116,0.036831
9.5553,-1.0976,0.013345
10.055,-1.0909,0.013345
10.555,-1.0843,0.008956
11.055,-1.0798,-0.0065737
11.555,-1.0831,-0.0065737
12.055,-1.0864,-0.0065737
12.555,-1.0896,-0.0065737
13.055,-1.0929,-0.0065737
13.555,-1.0962,-0.0065737
14.055,-1.0995,-0.043094
14.555,-1.121,-0.044927
15.054,-1.1435,-0.063941
15.553,-1.1754,-0.13621
16.048,-1.2433,-0.13621
16.543,-1.3112,-0.13621
17.039,-1.3791,-0.13621
17.534,-1.447,-0.13621
18.03,-1.5149,-0.13621
18.525,-1.5828,-0.1428
19.02,-1.6539,-0.14322
19.515,-1.7253,-0.14322
20.01,-1.7967,-0.18539
20.501,-1.8888,-0.19546
20.991,-1.9859,-0.19546
21.482,-2.083,-0.19934
21.972,-2.182,-0.19986
22.462,-2.2813,-0.19986
22.952,-2.3806,-0.20104
23.442,-2.4804,-0.20144
23.932,-2.5805,-0.20144
24.422,-2.6805,-0.22383
24.909,-2.7915,-0.23791
25.395,-2.9093,-0.23791
25.881,-3.0271,-0.24237
26.366,-3.1471,-0.24551
26.851,-3.2687,-0.24551
27.336,-3.3902,-0.24551
27.821,-3.5117,-0.24551
28.306,-3.6332,-0.24551
28.791,-3.7548,-0.24296
29.277,-3.8751,-0.23751
29.763,-3.9927,-0.23751
30.249,-4.1103,-0.23684
30.735,-4.2276,-0.23318
31.221,-4.3432,-0.23318
31.708,-4.4587,-0.23318
32.194,-4.5743,-0.23318
32.681,-4.6898,-0.23318
33.167,-4.8053,-0.23318
33.654,-4.9209,-0.23945
34.139,-5.0395,-0.24026
34.625,-5.1584,-0.24026
35.111,-5.2774,-0.26679
35.593,-5.4092,-0.26914
36.075,-5.5422,-0.26914
36.557,-5.6751,-0.26914
37.039,-5.8081,-0.26914
37.521,-5.941,-0.26914
38.003,-6.074,-0.29511
38.481,-6.2194,-0.30886
38.958,-6.3714,-0.30886
39.434,-6.5234,-0.35866
39.902,-6.6987,-0.40247
40.362,-6.8945,-0.40247
40.822,-7.0904,-0.41016
41.28,-7.2897,-0.4124
41.738,-7.4901,-0.4124
42.196,-7.6905,-0.41089
42.655,-7.8903,-0.41004
43.113,-8.0896,-0.41004
43.572,-8.2889,-0.40458
44.031,-8.4857,-0.39925
44.492,-8.6801,-0.39925
44.953,-8.8744,-0.39731
45.414,-9.0679,-0.39284
45.876,-9.2593,-0.39284
46.338,-9.4507,-0.39252
46.8,-9.642,-0.39093
47.262,-9.8325,-0.39093
47.724,-10.023,-0.39012
48.187,-10.213,-0.36702
48.653,-10.393,-0.36702
49.12,-10.572,-0.36702
49.587,-10.751,-0.355
50.056,-10.925,-0.35114
50.525,-11.097,-0.35114
50.995,-11.269,-0.35114
51.464,-11.441,-0.35114
51.934,-11.613,-0.35114
52.403,-11.785,-0.31962
52.877,-11.942,-0.28675
53.357,-12.084,-0.28675
53.837,-12.225,-0.28544
54.316,-12.366,-0.24362
54.802,-12.486,-0.24362
55.287,-12.607,-0.24362
55.772,-12.728,-0.24362
56.257,-12.848,-0.24362
56.743,-12.969,-0.24362
57.228,-13.089,-0.12884
57.723,-13.154,-0.093302
58.22,-13.2,-0.093302
58.718,-13.247,-0.093302
59.216,-13.293,0.0047999
59.716,-13.291,0.014349
60.216,-13.284,0.014349
60.716,-13.277,0.014349
61.216,-13.269,0.014349
61.716,-13.262,0.014349
62.216,-13.255,-0.028981
62.715,-13.27,-0.053043
63.214,-13.296,-0.1244
63.708,-13.358,-0.26225
64.191,-13.487,-0.27772
64.672,-13.624,-0.34054
65.143,-13.791,-0.34054
65.614,-13.958,-0.44163
66.059,-14.168,-0.77712
66.415,-14.519,-0.91798
66.708,-14.903,-1.3963
66.795,-15.395,-1.3963
66.882,-15.888,-1.4563
66.938,-16.376,-2.0298
66.717,-16.824,-2.4119
66.352,-17.15,-2.5497
65.938,-17.429,-2.6551
65.496,-17.662,-2.6551
65.054,-17.896,-2.6781
64.607,-18.12,-2.7446
64.146,-18.313,-2.7446
63.684,-18.506,-2.7619
63.22,-18.691,-2.8377
62.743,-18.841,-2.8377
62.266,-18.991,-2.8386
61.789,-19.14,-2.8545
61.309,-19.281,-2.8545
60.83,-19.423,-2.8528
60.351,-19.565,-2.829
59.875,-19.719,-2.829
59.399,-19.873,-2.829
58.923,-20.027,-2.7498
58.461,-20.218,-2.7456
58,-20.411,-2.7456
57.539,-20.603,-2.6057
57.109,-20.858,-2.5839
56.685,-21.123,-2.5839
56.261,-21.388,-2.5839
55.837,-21.652,-2.5473
55.423,-21.932,-2.4825
55.028,-22.238,-2.4825
54.632,-22.544,-2.3805
54.274,-22.885,-2.1619
53.996,-23.3,-2.1619
53.717,-23.716,-2.1619
53.438,-24.131,-2.1568
53.162,-24.547,-2.0456
52.933,-24.992,-2.0456
52.705,-25.437,-2.0456
52.476,-25.881,-2.045
52.248,-26.326,-2.045
52.02,-26.771,-2.045
51.791,-27.216,-1.9669
51.599,-27.677,-1.9448
